Name,Position X,Position Y,Position Z
Point01,0.711932,97.0316,-21.616958
Point02,0.745788,95.016934,-23.438081
Point03,0.792112,92.067466,-23.055003
Point04,0.838048,89.133515,-22.537635
Point05,0.883709,86.212375,-21.952429
Point06,0.92913,83.302726,-21.312317
Point07,0.974867,80.378021,-20.745507
Point08,1.020956,77.437177,-20.269566
Point09,1.067465,74.478432,-19.92231
Point10,1.113819,71.573663,-20.233464
Point11,1.325223,59.192556,-34.574507
Point12,1.58134,43.795155,-46.020008
Point13,1.856977,27.049431,-55.730025
Point14,2.155165,8.469722,-59.31614
Point15,2.463235,-10.840236,-61.31358
Point16,2.77176,-30.4294,-59.57489
Point17,3.068909,-49.486682,-55.061621
Point18,3.344314,-67.40492,-47.067795
Point19,3.553884,-81.545854,-33.439625
Point20,3.576363,-83.42685,-26.546328
Point21,3.581114,-84.20505,-19.412481
Point22,3.579266,-84.569214,-12.243129
Point23,3.57339,-84.6796,-5.066243
Point24,3.562822,-84.531407,2.67074
Point25,3.547854,-84.104747,10.396303
Point26,3.527531,-83.338284,18.095046
Point27,3.493124,-81.671691,25.625572
Point28,3.240014,-66.569473,38.642734
Point29,2.944789,-48.511413,47.218728
Point30,2.63443,-29.221847,51.674559
Point31,2.323415,-9.752797,54.071332
Point32,2.02597,9.258889,50.51596
Point33,1.724797,28.501666,47.023707
Point34,1.483925,44.476228,35.512765
Point35,1.257867,59.552367,23.456525
Point36,1.1014,70.52141,7.14766
Point37,1.058306,73.2657,6.783734
Point38,1.013341,76.079804,7.139583
Point39,0.968408,78.889805,7.526901
Point40,0.923615,81.684425,8.011495
Point41,0.878984,84.463098,8.581746
Point42,0.834397,87.237645,9.171901
Point43,0.789815,90.011671,9.764369
Point44,0.745312,92.812089,9.890376
Point45,0.71952,94.579832,7.803589
