Name,Position X,Position Y,Position Z
Point01,-39.041813,117.111369,-3.424585
Point02,-38.66365,110.125315,-3.44758
Point03,-34.83112,102.464197,-3.473465
Point04,-31.07981,94.749188,-3.499512
Point05,-27.785878,86.833657,-3.526127
Point06,-25.257747,78.637462,-3.553513
Point07,-23.026768,70.354424,-3.581126
Point08,-21.679416,61.896076,-3.609141
Point09,-22.311811,53.387982,-3.636933
Point10,-26.766951,46.136326,-3.659854
Point11,-47.362643,32.539681,-3.700435
Point12,-65.011385,15.29468,-3.753563
Point13,-77.13447,-3.65919,-3.813378
Point14,-84.762888,-27.033602,-3.888577
Point15,-83.681699,-51.648802,-3.96955
Point16,-75.846303,-75.032091,-4.047803
Point17,-61.776694,-95.225407,-4.11681
Point18,-42.823062,-111.068147,-4.172497
Point19,-22.28634,-124.574264,-4.220828
Point20,-13.010872,-125.446067,-4.225503
Point21,-3.678133,-125.697555,-4.228154
Point22,5.646935,-125.370745,-4.228906
Point23,14.909091,-124.278541,-4.227134
Point24,22.529842,-122.873406,-4.224015
Point25,29.978041,-120.737221,-4.218463
Point26,36.829759,-117.170845,-4.208103
Point27,42.787317,-112.222846,-4.193034
Point28,61.549161,-98.065917,-4.150256
Point29,78.618537,-82.028725,-4.100977
Point30,90.717342,-61.950428,-4.037468
Point31,96.558403,-39.275394,-3.964214
Point32,96.104606,-15.814704,-3.887151
Point33,89.318502,6.544377,-3.812464
Point34,75.802162,25.704977,-3.746954
Point35,56.824565,39.2068,-3.698942
Point36,34.893435,47.302102,-3.668091
Point37,28.943469,53.801367,-3.645603
Point38,25.780483,62.135575,-3.61764
Point39,25.983227,71.102179,-3.588261
Point40,27.747405,79.911981,-3.559701
Point41,30.200963,88.561479,-3.531802
Point42,33.397268,96.96436,-3.504858
Point43,36.998421,105.203533,-3.47853
Point44,41.51657,112.959931,-3.453965
Point45,40.823225,119.588964,-3.43208
